一级类目名称,二级类目名称,三级类目名称,属性,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,属性值,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Radiation suit,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Radiation suit,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Radiation suit,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Radiation suit,size,XS,S,M,L,XL,XXL,XXXL,one size,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Windbreaker,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Windbreaker,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Windbreaker,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Windbreaker,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Windbreaker,size,XS,S,M,L,XL,XXL,XXXL,one size,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,dress,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,dress,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,dress,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Pregnant mother clothing supplies,Pregnant mom costume,dress,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,dress,size,XS,S,M,L,XL,XXL,XXXL,one size,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Woolen coat,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Woolen coat,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Woolen coat,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Woolen coat,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Woolen coat,size,XS,S,M,L,XL,XXL,XXXL,one size,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Sweater,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Sweater,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Sweater,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Sweater,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Sweater,size,XS,S,M,L,XL,XXL,XXXL,one size,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Cotton/cotton clothing,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Cotton/cotton clothing,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Cotton/cotton clothing,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Cotton/cotton clothing,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Cotton/cotton clothing,size,XS,S,M,L,XL,XXL,XXXL,one size,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Chiffon shirt,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Chiffon shirt,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Chiffon shirt,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Chiffon shirt,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Chiffon shirt,size,XS,S,M,L,XL,XXL,XXXL,one size,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Down jacket,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Down jacket,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Down jacket,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Down jacket,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Pregnant mother clothing supplies,Pregnant mom costume,Down jacket,size,XS,S,M,L,XL,XXL,XXXL,one size,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Plastic clothing,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Plastic clothing,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Plastic clothing,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Plastic clothing,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Plastic clothing,size,XS,S,M,L,XL,XXL,XXXL,one size,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Tumor pants,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Tumor pants,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Tumor pants,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Tumor pants,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Tumor pants,size,XS,S,M,L,XL,XXL,XXXL,one size,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Maternity hat / maternity hat,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Maternity hat / maternity hat,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Maternity hat / maternity hat,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Maternity hat / maternity hat,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Maternity hat / maternity hat,size,XS,S,M,L,XL,XXL,XXXL,one size,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Pregnant woman pajamas / home service,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Pregnant woman pajamas / home service,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Pregnant woman pajamas / home service,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Pregnant woman pajamas / home service,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Pregnant woman pajamas / home service,size,XS,S,M,L,XL,XXL,XXXL,one size,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Pregnant women's shoes,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Pregnant women's shoes,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Pregnant women's shoes,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Pregnant women's shoes,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Pregnant women's shoes,size,XS,S,M,L,XL,XXL,XXXL,one size,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Waiting package,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Waiting package,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Waiting package,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Waiting package,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Waiting package,size,XS,S,M,L,XL,XXL,XXXL,one size,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Anti-overflow breast pad,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Anti-overflow breast pad,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Anti-overflow breast pad,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Anti-overflow breast pad,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Anti-overflow breast pad,size,XS,S,M,L,XL,XXL,XXXL,one size,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Pelvic correction belt,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Pelvic correction belt,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Pelvic correction belt,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Pelvic correction belt,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Pelvic correction belt,size,XS,S,M,L,XL,XXL,XXXL,one size,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Nursing pad,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Nursing pad,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Nursing pad,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Nursing pad,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Nursing pad,size,XS,S,M,L,XL,XXL,XXXL,one size,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Waist pillow,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Waist pillow,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Waist pillow,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Waist pillow,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Waist pillow,size,XS,S,M,L,XL,XXL,XXXL,one size,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Mummy bag,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Mummy bag,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Mummy bag,material,silk,cotton,polyester,nylon,genuine leather,linen,wool,faux fur,lycra,acetate,acrylic,modal,microfiber,rabbit hair,mesh,PU,lace,knitting cotton,jacquard,voile,lanon,cotton and linen,chiffon,assorted,velvet,denim,ramie,polyamide,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Mummy bag,color,light grey,light green,deep gray,deep purple,deep blue,white,violet,colorful,brown,transparent,red wine,deep green,navy blue,purple,pink,green,blue,yellow,black,red,army green,sky blue,light yellow,khaki,chocolate,orange,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Mummy bag,size,XS,S,M,L,XL,XXL,XXXL,one size,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Breast milk storage and preservation,applicable targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pregnant mother clothing supplies,Pregnant mother supplies,Breast milk storage and preservation,usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
